shrink_mode,lambda,num_trees,R2,replication
no_shrinkage,0.0,1,0.460411617440574,0
hs,10.0,1,0.5317753299076037,0
hs_entropy,10.0,1,0.4968288277802264,0
hs_log_cardinality,1.0,1,0.5691313624973836,0
hs_permutation,10.0,1,0.4096095602156119,0
hs_global_permutation,1.0,1,0.5248812286925191,0
no_shrinkage,0.0,1,0.5932519547820923,1
hs,10.0,1,0.5863716218089015,1
hs_entropy,1.0,1,0.5376632098289323,1
hs_log_cardinality,1.0,1,0.5823676560430305,1
hs_permutation,10.0,1,0.6002485828975093,1
hs_global_permutation,10.0,1,0.6083240672277465,1
no_shrinkage,0.0,1,0.38796478773335397,2
hs,10.0,1,0.5001333473390146,2
hs_entropy,10.0,1,0.5505158318539639,2
hs_log_cardinality,10.0,1,0.5456049245342813,2
hs_permutation,10.0,1,0.5251305097694151,2
hs_global_permutation,10.0,1,0.5254375316492601,2
no_shrinkage,0.0,1,0.5173057993257006,3
hs,10.0,1,0.6108127636685992,3
hs_entropy,1.0,1,0.5736371334943693,3
hs_log_cardinality,1.0,1,0.5712696491172102,3
hs_permutation,10.0,1,0.5960609845730903,3
hs_global_permutation,10.0,1,0.590006026861438,3
no_shrinkage,0.0,1,0.5308289763609677,4
hs,25.0,1,0.6004809478912903,4
hs_entropy,10.0,1,0.5617293289589816,4
hs_log_cardinality,10.0,1,0.5501032082270065,4
hs_permutation,10.0,1,0.610208102701727,4
hs_global_permutation,10.0,1,0.6429170998990593,4
no_shrinkage,0.0,1,0.5083963814301572,5
hs,25.0,1,0.5808673308656469,5
hs_entropy,10.0,1,0.5303585521688856,5
hs_log_cardinality,10.0,1,0.527172934403714,5
hs_permutation,10.0,1,0.5879782688070168,5
hs_global_permutation,10.0,1,0.6096932923955007,5
no_shrinkage,0.0,1,0.5158761716048414,6
hs,10.0,1,0.5991144477264367,6
hs_entropy,10.0,1,0.5197405392912524,6
hs_log_cardinality,10.0,1,0.5108827830154377,6
hs_permutation,10.0,1,0.5421077926341012,6
hs_global_permutation,10.0,1,0.5456064782555563,6
no_shrinkage,0.0,1,0.3683134897395435,7
hs,10.0,1,0.5009260483423231,7
hs_entropy,1.0,1,0.4125917445300791,7
hs_log_cardinality,1.0,1,0.4571020363547451,7
hs_permutation,10.0,1,0.5831302925980619,7
hs_global_permutation,10.0,1,0.4908262443043444,7
no_shrinkage,0.0,1,0.591659657864983,8
hs,25.0,1,0.6504212582432224,8
hs_entropy,10.0,1,0.6153394339180726,8
hs_log_cardinality,10.0,1,0.6196087744112754,8
hs_permutation,10.0,1,0.6417584745730902,8
hs_global_permutation,10.0,1,0.6574971567441861,8
no_shrinkage,0.0,1,0.12999798544319918,9
hs,10.0,1,0.4237145104542692,9
hs_entropy,1.0,1,0.3409836255771651,9
hs_log_cardinality,1.0,1,0.27805868461384087,9
hs_permutation,1.0,1,0.262659714542249,9
hs_global_permutation,1.0,1,0.36747163867456334,9
no_shrinkage,0.0,1,0.18181644902601868,10
hs,10.0,1,0.4234100348781077,10
hs_entropy,1.0,1,0.34779780528779636,10
hs_log_cardinality,1.0,1,0.36869725496793226,10
hs_permutation,1.0,1,0.3377371805687709,10
hs_global_permutation,10.0,1,0.4702124415722915,10
no_shrinkage,0.0,1,0.4660029197948904,11
hs,10.0,1,0.559718255707328,11
hs_entropy,1.0,1,0.4833690014636758,11
hs_log_cardinality,1.0,1,0.49901389628126147,11
hs_permutation,1.0,1,0.5262979495471076,11
hs_global_permutation,10.0,1,0.6197137178398973,11
no_shrinkage,0.0,1,0.6336396923255636,12
hs,10.0,1,0.6932873421508644,12
hs_entropy,10.0,1,0.6061446411251836,12
hs_log_cardinality,10.0,1,0.6094115610138545,12
hs_permutation,10.0,1,0.648354515228801,12
hs_global_permutation,10.0,1,0.6387295549984885,12
no_shrinkage,0.0,1,0.3905367380717152,13
hs,10.0,1,0.5512800299306702,13
hs_entropy,10.0,1,0.4594274757291973,13
hs_log_cardinality,10.0,1,0.45713860764975445,13
hs_permutation,10.0,1,0.5521265363440965,13
hs_global_permutation,10.0,1,0.5552182332804732,13
no_shrinkage,0.0,1,0.42047069997335984,14
hs,10.0,1,0.6513590282474261,14
hs_entropy,1.0,1,0.6596179468522609,14
hs_log_cardinality,1.0,1,0.5488746938037035,14
hs_permutation,10.0,1,0.6553376614562956,14
hs_global_permutation,10.0,1,0.6102294728493296,14
no_shrinkage,0.0,1,0.6833715503174473,15
hs,25.0,1,0.6403689990234351,15
hs_entropy,10.0,1,0.6104008397500298,15
hs_log_cardinality,10.0,1,0.6098485540546812,15
hs_permutation,10.0,1,0.671368151836218,15
hs_global_permutation,25.0,1,0.5860265699248826,15
