,0.0,0.1,1.0,10.0,100.0,maxnd
0,15.040070784869672,15.02616792988071,14.902281103246317,13.774910980873399,8.081691862890148,2
1,41.46046703224922,41.39279472906553,40.797176557115606,35.86452689680916,17.5191792970731,5
2,50.503768919530955,50.404657976622865,49.53828907286918,42.67317968020875,19.777118095109124,7
3,55.51173866499742,55.38896681208006,54.321731920329846,46.147130543650725,20.79047103009856,9
4,58.526154981482044,58.38533549876218,57.1666535321777,48.07390076617916,21.25441766458652,11
5,61.157951181908004,60.997441065545054,59.61530353114711,49.61373221473484,21.59745029145713,14
6,62.28815349714947,62.117424394969326,60.65301432739845,50.247245807559466,21.752174883489396,16
7,63.130332215420076,62.95212008064075,61.427428723836684,50.726877616051766,21.894179666350915,18
8,63.36236851208842,63.176621186040826,61.59564318617666,50.69440314546793,21.816755948842136,20
